id,משרד,תאריך,כותרת,תקציר,סוג מקור,נושאים,רמת כיסוי,URL
act-publications-sec-29-renewal_decision_23122024,sec-29,2026-05-26,החלטת הממונה בעניין סמכות נציגות דיירים ופניות בעניין רשויות התכנון,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_23122024
act-publications-sec-29-renewal_decision_25022025,sec-29,2026-05-26,החלטת הממונה בעניין ביטול הסכם פינוי בינוי באמצעות סעיף 1ד לחוק,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,emergency,direct,https://www.gov.il/he/departments/policies/renewal_decision_25022025
act-publications-sec-29-renewal_decision_27012025,sec-29,2026-05-26,החלטת הממונה בעניין תכלית החוק לשליחת עיקרי ההצעה וטענות מסחריות בעניין התמורה והחוזה,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_27012025
act-publications-sec-5-work-procedure-workers-rank,sec-5,2026-05-26,נוהל עבודה לוועדה הבין מוסדית לדירוג העובדים והעובדות הסוציאליים,פרסום רשמי של משרד האוצר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/work-procedure-workers-rank
act-publications-sec-34-74001,sec-34,2026-05-25,"החלטה מס' 74001- מתן רישיון מותנה מס' 06151625 להקמת תחנת כוח בטכנולוגיה קונבנציונלית לחברת או.פי.סי הרחבה חדרה בע""מ",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/74001
act-publications-sec-4-north250526,sec-4,2026-05-25,הקמת צוות להשלמה ולהאצה של המיגון ביישובי הצפון,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/north250526
act-publications-health-ot-263122326,health,2026-05-24,אמות מידה לטיפול ריפוי בעיסוק בהפרעת שימוש בחומרים ו/או התמכרות התנהגותית,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/ot-263122326
act-publications-sec-4-dec4152-2026,sec-4,2026-05-24,"טיוטת חוק שירותי אבטחה, התשפ""ו-2026",פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות ממשלה). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec4152-2026
act-publications-sec-68-circular-private-bureaus-nursing-11-2021,sec-68,2026-05-24,חוזר ראש מינהל ללשכות הפרטיות - ענף הסיעוד 11-2021,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/circular-private-bureaus-nursing-11-2021
act-publications-sec-68-restaurant-employer-update,sec-68,2026-05-24,עדכון פרטי מעסיק מסעדות,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/restaurant-employer-update
act-publications-sec-7-news23052026,sec-7,2026-05-23,"הוראת שעה: פיילוט ""רכש מקוון"" ואיסור הכנסת ציוד מן החוץ - הארכה מס' 2",פרסום רשמי של שירות בתי הסוהר באתר gov.il (פקודות והוראות). התוכן המלא בקישור המקור.,government_page,procurement,direct,https://www.gov.il/he/departments/policies/news23052026
act-publications-health-epi-255172526,health,2026-05-19,התפרצות נגיף האבולה מזן Bundibugyo ברפובליקה הדמוקרטית של קונגו  – מידע לנוסע הישראלי,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/epi-255172526
act-publications-sec-33-import-requirements-update-apples-pears-quinces-italy-spain-france-greece,sec-33,2026-05-19,"הודעה חשובה לציבור היבואנים: עדכון דרישות היבוא של פירות טריים (תפוח עץ, אגס וחבוש) למאכל מאיטליה, ספרד, צרפת ויוון",פרסום רשמי של משרד החקלאות וביטחון המזון באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/import-requirements-update-apples-pears-quinces-italy-spain-france-greece
act-publications-sec-34-74101,sec-34,2026-05-19,"החלטה מס' 74101 עדכון רישיון ייצור לחברת רותם אמפרט נגב בע""מ",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/74101
act-publications-sec-34-74102,sec-34,2026-05-19,"החלטה מס' 74102 - קביעת ""מסלול ירוק"" לייעוץ רשות החשמל לשרים בעניין עיסוק ב-""פעולות אחרות""",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/74102
act-publications-sec-4-spoke4024-2026,sec-4,2026-05-19,הקמת צוות לבחינת ההליך לקבלת החלטה בעניין הקמת יישובים חדשים,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/spoke4024-2026
act-publications-sec-5-inst-07-2026,sec-5,2026-05-19,"הוראת ביצוע מספר 07/2026 רשות המסים בישראל בהתאם לחוק התוכנית לסיוע כלכלי (הוראת שעה) (סיוע לעסקים ולמוסדות ציבור), התשפ""ו-2026",פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-07-2026
act-publications-health-mr02-2026,health,2026-05-17,שימוש בחוסם עורקים בחדר ניתוח,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/mr02-2026
act-publications-sec-4-bonushealthsystem20262027,sec-4,2026-05-17,מענק בגין הטלת מטלות ותפקידים על עובדים בנוסף לתפקידם במערכת הבריאות הממשלתית- הארכת הפיילוט לשנים 2026-2027,פרסום רשמי של נציבות שירות המדינה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,grants,direct,https://www.gov.il/he/departments/policies/bonushealthsystem20262027
act-publications-sec-4-dec170526,sec-4,2026-05-17,החלטת ועדת המנכלים בעניין עדכון המכסה בענף התעשייה,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec170526
act-publications-sec-34-ttl-82-mining,sec-34,2026-05-14,"פארק סולארי דימונה 2 סאן בע""מ - מחצבת חול תת""ל 82",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/ttl-82-mining
act-publications-sec-37-nehalim-assistance-hotels-2026,sec-37,2026-05-14,נהלי המנהלת לשנת 2026,פרסום רשמי של משרד התיירות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/nehalim-assistance-hotels-2026
act-publications-health-bz02-2026,health,2026-05-13,תדריך לביצוע בדיקות סינון לראייה לתלמידים ולתלמידות,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,education; regulation,direct,https://www.gov.il/he/departments/policies/bz02-2026
act-publications-health-nd258-2026,health,2026-05-13,עדכון סמכויות אחיות ואחים מומחים בשיקום,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/nd258-2026
act-publications-sec-4-dec130526,sec-4,2026-05-13,החלטה של ועדת המנכלים בעניין עדכון המכסה להבאת עובדים זרים בענף המסחר והשירותים,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec130526
act-publications-health-fcs-241638126,health,2026-05-12,ביומסה של הפטריה Neurospora crassa,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/fcs-241638126
act-publications-health-fcs-241667526,health,2026-05-12,"תערובת שמנים המכילה שמן המופק ממיקרואצה .Schizochytrium sp ושמן מהצומח העשיר בחומצה אולאית  מיום כ""ה באייר תשפ""ו, 12 במאי 2026",פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/fcs-241667526
act-publications-health-reg-dha241648526,health,2026-05-12,"עדכון הנחיה מתאריך 22 באוקטובר 2025 (סימוכין 360778325) בנושא מזון חדש: שמן המכיל  DHA המופק ממיקרואצה .Schizochytrium sp מיום כ""ה באייר תשפ""ו, 12 במאי 2026",פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/reg-dha241648526
act-publications-sec-39-12052026,sec-39,2026-05-12,תיקון רישיון בזק החברה הישראלית לתקשורת (מספר 103),פרסום רשמי של משרד התקשורת באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/12052026
